Date,County,State Abbreviation,Population,Cases - last 7 days,Cumulative cases,Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),Deaths - last 7 days,Cumulative deaths,Viral (RT-PCR) lab test positivity rate - last 7 days,Confirmed COVID-19 admissions - last 7 days,Suspected COVID-19 admissions - last 7 days,% inpatient beds occupied by COVID-19 patient,Total inpatient beds among hospitals reporting - last 7 days,% ventilators in use by COVID-19 patient,Total ventilators among hospitals reporting - last 7 days,People who are fully vaccinated,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,People with at least 1 dose,People with at least 1 dose - ages 65+,People who are fully vaccinated - 12-17,People who are fully vaccinated as % of population - 12-17,People with at least 1 dose - ages 12-17
2021-05-06,"Martin County, FL",FL,161000,156,12293,3513,7,320,0.061,48,0,0.12,427.7142857142857,0.02,257,58180,38206,0.753,NA,NA,NA,NA,NA
2021-05-06,"Citrus County, FL",FL,149657,148,11079,1475,7,445,0.077,18,1,0.06,332,0.02,54.14285714285714,50477,36241,0.66,NA,NA,NA,NA,NA
2021-05-06,"Highlands County, FL",FL,106221,122,8520,2052,6,351,0.058,19,5,0.11,305,0.04,59,29712,21438,0.56,NA,NA,NA,NA,NA
2021-05-06,"Indian River County, FL",FL,159923,113,12487,4074,5,299,0.051,10,6,0.03,324,0.1,37.42857142857143,58669,38544,0.712,NA,NA,NA,NA,NA
2021-05-06,"Flagler County, FL",FL,115081,110,7282,1128,3,111,0.036,10,0,0.08,163,0.08,15,40901,26245,0.731,NA,NA,NA,NA,NA
2021-05-06,"Santa Rosa County, FL",FL,184313,88,18197,1258,3,287,0.025,11,7,0.03,157,0,31,43911,20978,0.696,NA,NA,NA,NA,NA
2021-05-06,"Monroe County, FL",FL,74228,79,6946,1598,0,49,0.066,3,0,0.01,128,0,23.57142857142857,27812,14579,0.827,NA,NA,NA,NA,NA
2021-05-06,"Sumter County, FL",FL,132420,78,9312,1826,0,275,0.047,4,0,0.03,290,0,33.57142857142857,77739,63793,0.828,NA,NA,NA,NA,NA
2021-05-06,"Putnam County, FL",FL,74521,75,6488,1111,3,148,0.098,8,1,0.1,87,0.05,18.71428571428572,13812,8474,0.479,NA,NA,NA,NA,NA
2021-05-06,"Nassau County, FL",FL,88625,70,8360,1641,1,125,0.047,2,0,0.02,58,0,14,29850,16047,0.793,NA,NA,NA,NA,NA
2021-05-06,"Walton County, FL",FL,74071,59,7776,632,0,87,0.064,12,0,0.03,136,0.12,15,17204,9331,0.623,NA,NA,NA,NA,NA
2021-05-06,"Okeechobee County, FL",FL,42168,51,4000,1312,2,90,0.061,5,2,0.03,100,0,23,8830,5785,0.682,NA,NA,NA,NA,NA
2021-05-06,"DeSoto County, FL",FL,38001,49,4324,662,1,93,0.078,4,1,0.12,25.71428571428572,0,5,7511,4984,0.582,NA,NA,NA,NA,NA
2021-05-06,"Columbia County, FL",FL,71686,48,8119,1335,1,169,0.04,9,3,0.07,93.28571428571428,0.02,23,14357,8120,0.588,NA,NA,NA,NA,NA
2021-05-06,"Levy County, FL",FL,41503,46,3432,638,2,54,0.079,NA,NA,NA,NA,NA,NA,9284,5889,0.564,NA,NA,NA,NA,NA
2021-05-06,"Hendry County, FL",FL,42022,44,4717,364,1,83,0.071,6,0,0.12,25.85714285714285,0,5,8097,3800,0.658,NA,NA,NA,NA,NA
2021-05-06,"Wakulla County, FL",FL,33739,40,3437,367,1,55,0.065,NA,NA,NA,NA,NA,NA,7907,4024,0.75,NA,NA,NA,NA,NA
2021-05-06,"Jackson County, FL",FL,46414,38,6203,483,0,156,0.029,4,0,0.02,100,0.05,20,9807,5441,0.569,NA,NA,NA,NA,NA
2021-05-06,"Gadsden County, FL",FL,45660,37,5666,470,5,98,0.039,0,0,0,58,NA,0,13460,6275,0.735,NA,NA,NA,NA,NA
2021-05-06,"Hardee County, FL",FL,26937,35,3132,356,1,43,0.123,0,0,0.02,35,NA,0,4327,2553,0.544,NA,NA,NA,NA,NA
2021-05-06,"Bradford County, FL",FL,28201,23,3013,443,0,56,0.078,NA,NA,NA,NA,NA,NA,4506,2636,0.521,NA,NA,NA,NA,NA
2021-05-06,"Baker County, FL",FL,29210,22,3494,284,0,60,0.024,0,0,0.06,22,0,4,4270,2295,0.557,NA,NA,NA,NA,NA
2021-05-06,"Washington County, FL",FL,25473,14,2730,118,0,51,0.08,0,0,0,37,0,7,3751,2130,0.486,NA,NA,NA,NA,NA
2021-05-06,"Holmes County, FL",FL,19617,14,2250,58,0,49,0.021,0,0,0,20,0,5,2924,1787,0.456,NA,NA,NA,NA,NA
2021-05-06,"Suwannee County, FL",FL,44417,14,5332,618,0,138,0.036,NA,NA,NA,NA,NA,NA,8669,5405,0.56,NA,NA,NA,NA,NA
2021-05-06,"Gilchrist County, FL",FL,18582,11,1610,221,0,43,0.091,NA,NA,NA,NA,NA,NA,3220,1953,0.509,NA,NA,NA,NA,NA
2021-05-06,"Jefferson County, FL",FL,14246,11,1490,157,0,27,0.03,NA,NA,NA,NA,NA,NA,5113,3264,0.93,NA,NA,NA,NA,NA
2021-05-06,"Gulf County, FL",FL,13639,10,1960,90,1,43,0.147,3,0,0.04,25,0,3,3544,2370,0.656,NA,NA,NA,NA,NA
2021-05-06,"Union County, FL",FL,15237,9,1823,226,1,73,0.063,0,0,0,15,0,2,2034,1158,0.5,NA,NA,NA,NA,NA
2021-05-06,"Taylor County, FL",FL,21569,8,2725,166,3,48,0.067,0,0,0,48,0,3,3974,2420,0.535,NA,NA,NA,NA,NA
2021-05-06,"Madison County, FL",FL,18493,8,2057,179,0,45,0.035,0,0,0,25,0,2,4170,2484,0.637,NA,NA,NA,NA,NA
2021-05-06,"Calhoun County, FL",FL,14105,7,1693,173,3,46,0.023,0,0,0,10,0,1,2309,1434,0.537,NA,NA,NA,NA,NA
2021-05-06,"Glades County, FL",FL,13811,5,954,62,0,19,0.047,NA,NA,NA,NA,NA,NA,2124,1405,0.369,NA,NA,NA,NA,NA
2021-05-06,"Liberty County, FL",FL,8354,5,1074,65,0,16,0.075,NA,NA,NA,NA,NA,NA,1272,719,0.572,NA,NA,NA,NA,NA
2021-05-06,"Dixie County, FL",FL,16826,5,1607,306,0,24,0.051,NA,NA,NA,NA,NA,NA,2984,2037,0.511,NA,NA,NA,NA,NA
2021-05-06,"Hamilton County, FL",FL,14428,5,1626,152,0,25,0.039,NA,NA,NA,NA,NA,NA,2507,1546,0.58,NA,NA,NA,NA,NA
2021-05-06,"Lafayette County, FL",FL,8422,4,1619,121,0,26,0.024,NA,NA,NA,NA,NA,NA,1486,1087,0.747,NA,NA,NA,NA,NA
2021-05-06,"Franklin County, FL",FL,12125,3,1317,73,0,17,0.079,0,0,0,15,0,11,3297,2115,0.723,NA,NA,NA,NA,NA
2021-05-06,"Unallocated, FL",FL,NA,-201,3296,22546,0,0,0.068,NA,NA,NA,NA,NA,NA,85828,26899,NA,NA,NA,NA,NA,NA
2021-05-09,"Miami-Dade County, FL",FL,2716940,5325,489839,121643,71,6246,0.086,495,159,0.08,6116,0.04,1904.428571428572,926021,322069,0.712,NA,NA,NA,NA,NA
2021-05-09,"Broward County, FL",FL,1952778,3010,239602,60433,58,2960,0.084,394,92,0.09,4635.714285714284,0.09,983.2857142857142,635356,232729,0.696,NA,NA,NA,NA,NA
2021-05-09,"Hillsborough County, FL",FL,1471968,2245,137950,30415,31,1742,0.06,310,159,0.06,4089.714285714286,0.05,641.7142857142858,430682,138442,0.647,NA,NA,NA,NA,NA
2021-05-09,"Orange County, FL",FL,1393452,2062,138735,30473,21,1270,0.057,231,752,0.07,4708.285714285714,0.05,826.8571428571429,427342,124246,0.724,NA,NA,NA,NA,NA
2021-05-09,"Palm Beach County, FL",FL,1496770,1655,145126,33573,18,2788,0.066,230,43,0.06,3632.571428571429,0.04,730.7142857142858,512965,261156,0.716,NA,NA,NA,NA,NA
2021-05-09,"Lee County, FL",FL,770577,1288,70939,13451,14,973,0.078,88,15,0.07,1580.857142857143,0.04,246.4285714285714,261620,162554,0.724,NA,NA,NA,NA,NA
2021-05-09,"Polk County, FL",FL,724777,1106,68925,17613,22,1332,0.064,201,125,0.1,1552,0.09,150,181078,93930,0.634,NA,NA,NA,NA,NA
2021-05-09,"Duval County, FL",FL,957755,922,98417,19308,17,1408,0.051,81,93,0.04,3262.857142857143,0.06,544,292251,102860,0.742,NA,NA,NA,NA,NA
2021-05-09,"Pinellas County, FL",FL,974996,796,79767,20456,20,1629,0.031,201,101,0.06,3011,0.04,442.4285714285714,357753,170651,0.689,NA,NA,NA,NA,NA
2021-05-09,"Pasco County, FL",FL,553947,747,41555,9353,21,764,0.065,95,26,0.06,1363,0.03,226,165016,83441,0.665,NA,NA,NA,NA,NA
2021-05-09,"Osceola County, FL",FL,375751,693,44867,8910,10,510,0.068,36,10,0.08,586,0.06,113,105436,37585,0.74,NA,NA,NA,NA,NA
2021-05-09,"Volusia County, FL",FL,553284,606,43430,9628,12,804,0.054,59,10,0.06,1564,0.06,207,173309,97463,0.707,NA,NA,NA,NA,NA
2021-05-09,"Brevard County, FL",FL,601942,596,41637,7537,13,874,0.05,38,9,0.04,1382,0.03,195,198446,101102,0.694,NA,NA,NA,NA,NA
2021-05-09,"Manatee County, FL",FL,403253,548,38785,8640,11,675,0.067,30,33,0.06,722,0.04,108,134225,77860,0.688,NA,NA,NA,NA,NA
2021-05-09,"Collier County, FL",FL,384902,490,35941,5535,5,533,0.074,71,1,0.08,828.5714285714287,0.06,143,152663,99568,0.786,NA,NA,NA,NA,NA
2021-05-09,"Seminole County, FL",FL,471826,455,34230,7389,11,499,0.066,14,5,0.07,253,0.06,79,144461,50809,0.674,NA,NA,NA,NA,NA
2021-05-09,"Lake County, FL",FL,367118,439,29808,6609,9,642,0.047,54,83,0.08,747,0.03,104,138621,80648,0.811,NA,NA,NA,NA,NA
2021-05-09,"St. Lucie County, FL",FL,328297,437,26531,6715,12,638,0.084,34,16,0.05,613,0.02,128,95403,52529,0.649,NA,NA,NA,NA,NA
2021-05-09,"Leon County, FL",FL,293582,387,32043,4144,6,320,0.06,29,0,0.02,851,0,229,93589,32680,0.801,NA,NA,NA,NA,NA
2021-05-09,"Sarasota County, FL",FL,433742,383,32862,8074,10,822,0.048,41,4,0.03,1219.428571428572,0.04,216.4285714285714,188003,121882,0.753,NA,NA,NA,NA,NA
2021-05-09,"Marion County, FL",FL,365579,374,31219,6236,11,966,0.074,32,16,0.05,824,0.03,205.5714285714286,113845,70376,0.66,NA,NA,NA,NA,NA
2021-05-09,"Hernando County, FL",FL,193920,278,14046,2692,8,467,0.107,43,6,0.05,553,0.04,93,56323,34212,0.641,NA,NA,NA,NA,NA
2021-05-09,"St. Johns County, FL",FL,264672,253,22687,4527,2,211,0.047,13,9,0.04,335,0.14,36,109781,47368,0.867,NA,NA,NA,NA,NA
2021-05-09,"Clay County, FL",FL,219252,208,18675,3253,0,340,0.069,30,5,0.07,512,0.09,151.4285714285714,51412,21914,0.611,NA,NA,NA,NA,NA
2021-05-09,"Escambia County, FL",FL,318316,202,36164,2808,11,690,0.067,37,38,0.02,1253,0.16,150.5714285714286,87915,38061,0.697,NA,NA,NA,NA,NA
2021-05-09,"Bay County, FL",FL,174705,202,20230,1302,2,388,0.091,11,6,0.03,439,0.08,117.5714285714286,43202,20289,0.624,NA,NA,NA,NA,NA
2021-05-09,"Alachua County, FL",FL,269043,193,24871,7079,1,276,0.058,52,15,0.04,1800,0.03,408,94859,32756,0.834,NA,NA,NA,NA,NA
2021-05-09,"Charlotte County, FL",FL,188910,184,12934,3176,4,420,0.053,36,4,0.05,643,0.05,98,81446,56295,0.73,NA,NA,NA,NA,NA
2021-05-09,"Martin County, FL",FL,161000,140,12355,3578,0,319,0.055,40,0,0.11,433.2857142857143,0.02,257,60395,38459,0.758,NA,NA,NA,NA,NA
2021-05-09,"Okaloosa County, FL",FL,210738,130,20578,1768,1,362,0.048,9,2,0.02,431,0.01,105,58387,25752,0.749,NA,NA,NA,NA,NA
2021-05-09,"Citrus County, FL",FL,149657,127,11134,1500,2,446,0.08,16,0,0.06,332,0.01,49.57142857142857,52316,36772,0.669,NA,NA,NA,NA,NA
2021-05-09,"Highlands County, FL",FL,106221,122,8579,2026,6,357,0.057,19,4,0.08,305,0.04,59,30465,21623,0.565,NA,NA,NA,NA,NA
2021-05-09,"Indian River County, FL",FL,159923,107,12545,4092,0,299,0.045,10,6,0.03,324,0.09,37.85714285714286,60638,38816,0.717,NA,NA,NA,NA,NA
2021-05-09,"Flagler County, FL",FL,115081,101,7321,1138,2,111,0.043,9,0,0.07,163,0.1,15,42318,26456,0.737,NA,NA,NA,NA,NA
2021-05-09,"Santa Rosa County, FL",FL,184313,87,18246,1336,2,287,0.036,7,9,0.03,157,0,31,46171,21229,0.705,NA,NA,NA,NA,NA
2021-05-09,"Sumter County, FL",FL,132420,75,9345,1831,2,277,0.036,3,0,0.02,290,0,33.28571428571428,78820,64174,0.833,NA,NA,NA,NA,NA
2021-05-09,"Putnam County, FL",FL,74521,74,6518,1121,3,148,0.084,10,2,0.09,87,0.12,11,14302,8549,0.484,NA,NA,NA,NA,NA
2021-05-09,"Nassau County, FL",FL,88625,68,8397,1632,2,126,0.047,4,0,0.04,58,0.02,14,30840,16154,0.798,NA,NA,NA,NA,NA
2021-05-09,"Walton County, FL",FL,74071,66,7805,619,1,88,0.075,11,0,0.03,136,0.16,15,18227,9451,0.631,NA,NA,NA,NA,NA
2021-05-09,"Monroe County, FL",FL,74228,56,6972,1576,0,49,0.051,2,1,0.01,128,0,23.42857142857143,29078,14756,0.837,NA,NA,NA,NA,NA
2021-05-09,"Jackson County, FL",FL,46414,46,6226,466,0,156,0.022,4,0,0.02,100,0.07,20,10619,5540,0.579,NA,NA,NA,NA,NA
2021-05-09,"Columbia County, FL",FL,71686,46,8139,1370,0,169,0.042,6,2,0.07,93,0.04,23,14778,8188,0.593,NA,NA,NA,NA,NA
2021-05-09,"Okeechobee County, FL",FL,42168,44,4021,982,1,89,0.102,5,4,0.03,100,0,23,9371,5909,0.697,NA,NA,NA,NA,NA
2021-05-09,"Levy County, FL",FL,41503,42,3452,645,1,54,0.077,NA,NA,NA,NA,NA,NA,9686,5996,0.575,NA,NA,NA,NA,NA
2021-05-09,"Wakulla County, FL",FL,33739,41,3455,408,1,56,0.078,NA,NA,NA,NA,NA,NA,8267,4050,0.755,NA,NA,NA,NA,NA
2021-05-09,"Gadsden County, FL",FL,45660,40,5687,448,4,98,0.049,0,0,0,58,NA,0,13933,6326,0.741,NA,NA,NA,NA,NA
2021-05-09,"DeSoto County, FL",FL,38001,40,4341,656,1,94,0.06,2,1,0.13,24.85714285714285,0,5,7920,5046,0.59,NA,NA,NA,NA,NA
2021-05-09,"Hardee County, FL",FL,26937,39,3156,348,0,43,0.083,0,0,0.01,35,NA,0,4697,2606,0.555,NA,NA,NA,NA,NA
2021-05-09,"Hendry County, FL",FL,42022,38,4741,361,1,83,0.052,2,0,0.16,25.42857142857143,0,5,8295,3828,0.662,NA,NA,NA,NA,NA
2021-05-09,"Madison County, FL",FL,18493,19,2069,181,0,45,0.055,0,0,0,25,0,2,4284,2501,0.641,NA,NA,NA,NA,NA
2021-05-09,"Bradford County, FL",FL,28201,19,3018,455,0,56,0.064,NA,NA,NA,NA,NA,NA,4735,2676,0.528,NA,NA,NA,NA,NA
2021-05-09,"Holmes County, FL",FL,19617,18,2259,55,0,49,0.135,0,0,0,20,0,5,3014,1799,0.459,NA,NA,NA,NA,NA
2021-05-09,"Suwannee County, FL",FL,44417,16,5337,634,1,139,0.043,NA,NA,NA,NA,NA,NA,8887,5455,0.565,NA,NA,NA,NA,NA
2021-05-09,"Baker County, FL",FL,29210,15,3499,279,1,61,0.033,0,0,0.02,22,0,4,4419,2313,0.562,NA,NA,NA,NA,NA
2021-05-09,"Taylor County, FL",FL,21569,15,2735,145,1,47,0.068,0,0,0,48,0,3,4195,2466,0.545,NA,NA,NA,NA,NA
2021-05-09,"Gulf County, FL",FL,13639,12,1966,98,2,44,0.141,3,0,0.05,25,0,3,3624,2386,0.66,NA,NA,NA,NA,NA
2021-05-09,"Washington County, FL",FL,25473,11,2733,121,0,51,0.08,1,0,0,37,0,7,3865,2139,0.488,NA,NA,NA,NA,NA
2021-05-09,"Union County, FL",FL,15237,9,1826,195,1,73,0.062,0,0,0,16.42857142857143,0,2,2380,1186,0.512,NA,NA,NA,NA,NA
2021-05-09,"Gilchrist County, FL",FL,18582,9,1613,193,1,44,0.085,NA,NA,NA,NA,NA,NA,3338,1980,0.516,NA,NA,NA,NA,NA
2021-05-09,"Franklin County, FL",FL,12125,9,1324,76,0,17,0.06,0,0,0,15,0,11,3344,2122,0.725,NA,NA,NA,NA,NA
2021-05-09,"Jefferson County, FL",FL,14246,6,1491,162,0,27,0.025,NA,NA,NA,NA,NA,NA,5191,3273,0.932,NA,NA,NA,NA,NA
2021-05-09,"Calhoun County, FL",FL,14105,6,1694,182,1,44,0.03,0,0,0,10,0,1,2368,1442,0.54,NA,NA,NA,NA,NA
2021-05-09,"Dixie County, FL",FL,16826,6,1611,297,0,24,0.042,NA,NA,NA,NA,NA,NA,3058,2053,0.515,NA,NA,NA,NA,NA
2021-05-09,"Glades County, FL",FL,13811,6,958,49,0,19,0.083,NA,NA,NA,NA,NA,NA,2141,1407,0.369,NA,NA,NA,NA,NA
2021-05-09,"Hamilton County, FL",FL,14428,3,1627,157,0,25,0.038,NA,NA,NA,NA,NA,NA,2607,1562,0.586,NA,NA,NA,NA,NA
2021-05-09,"Lafayette County, FL",FL,8422,3,1619,131,0,26,0.04,NA,NA,NA,NA,NA,NA,1519,1091,0.75,NA,NA,NA,NA,NA
2021-05-09,"Liberty County, FL",FL,8354,3,1074,71,0,16,0.022,NA,NA,NA,NA,NA,NA,1328,725,0.577,NA,NA,NA,NA,NA
2021-05-09,"Unallocated, FL",FL,NA,-160,3294,21704,0,0,0.057,NA,NA,NA,NA,NA,NA,91426,28225,NA,NA,NA,NA,NA,NA
2021-05-10,"Miami-Dade County, FL",FL,2716940,5199,490499,117600,70,6252,0.085,449,148,0.08,6088.714285714284,0.04,1893.214285714286,950021,323446,0.715,NA,NA,NA,NA,NA
2021-05-10,"Broward County, FL",FL,1952778,2874,239941,60644,60,2964,0.079,350,85,0.09,4644.952380952381,0.09,983.8571428571429,646257,233474,0.698,NA,NA,NA,NA,NA
2021-05-10,"Hillsborough County, FL",FL,1471968,2147,138161,30302,32,1745,0.059,304,156,0.06,4089.285714285714,0.05,642.1428571428573,438282,138931,0.649,NA,NA,NA,NA,NA
2021-05-10,"Orange County, FL",FL,1393452,2022,138989,30141,18,1270,0.055,210,702,0.06,4715.261904761905,0.05,826.6428571428571,434434,124631,0.726,NA,NA,NA,NA,NA
2021-05-10,"Palm Beach County, FL",FL,1496770,1622,145331,33485,18,2788,0.066,212,39,0.06,3640.690476190476,0.04,731.2857142857142,522504,261921,0.718,NA,NA,NA,NA,NA
2021-05-10,"Lee County, FL",FL,770577,1274,71111,13327,14,973,0.082,82,11,0.07,1575.571428571428,0.04,245.5714285714286,267249,163180,0.726,NA,NA,NA,NA,NA
2021-05-10,"Polk County, FL",FL,724777,1077,69056,17699,22,1332,0.065,186,116,0.1,1552,0.09,150,183994,94266,0.636,NA,NA,NA,NA,NA
2021-05-10,"Duval County, FL",FL,957755,905,98524,19125,15,1413,0.049,77,107,0.04,3266.571428571428,0.05,544,295332,103089,0.744,NA,NA,NA,NA,NA
2021-05-10,"Pinellas County, FL",FL,974996,809,79881,20698,20,1629,0.032,208,105,0.06,3012.023809523809,0.04,442.5,361903,171048,0.691,NA,NA,NA,NA,NA
2021-05-10,"Pasco County, FL",FL,553947,743,41638,9160,22,765,0.066,90,28,0.06,1363,0.03,226,168149,83816,0.668,NA,NA,NA,NA,NA
2021-05-10,"Osceola County, FL",FL,375751,658,44960,8916,10,510,0.066,37,10,0.08,586,0.06,113,107897,37715,0.743,NA,NA,NA,NA,NA
2021-05-10,"Volusia County, FL",FL,553284,595,43499,9972,12,804,0.054,58,11,0.06,1564,0.06,207,175778,97782,0.71,NA,NA,NA,NA,NA
2021-05-10,"Brevard County, FL",FL,601942,585,41704,7526,14,876,0.051,38,9,0.04,1382,0.03,194.8571428571428,200903,101385,0.696,NA,NA,NA,NA,NA
2021-05-10,"Manatee County, FL",FL,403253,525,38828,8464,10,676,0.065,27,31,0.05,722,0.04,108,135737,78010,0.689,NA,NA,NA,NA,NA
2021-05-10,"Collier County, FL",FL,384902,485,36010,5644,5,533,0.069,62,2,0.08,827.7142857142858,0.06,143,156005,100031,0.789,NA,NA,NA,NA,NA
2021-05-10,"Seminole County, FL",FL,471826,441,34274,7338,10,499,0.062,14,6,0.07,253,0.07,79,146907,50932,0.675,NA,NA,NA,NA,NA
2021-05-10,"Lake County, FL",FL,367118,427,29856,6660,9,642,0.048,48,74,0.07,747,0.03,104,139979,80833,0.813,NA,NA,NA,NA,NA
2021-05-10,"St. Lucie County, FL",FL,328297,425,26578,6732,12,638,0.083,31,14,0.04,613,0.02,128,96670,52669,0.651,NA,NA,NA,NA,NA
2021-05-10,"Leon County, FL",FL,293582,393,32092,3826,3,320,0.063,29,0,0.02,851,0,229,94570,32711,0.802,NA,NA,NA,NA,NA
2021-05-10,"Sarasota County, FL",FL,433742,377,32922,8047,10,822,0.046,46,4,0.03,1228.285714285714,0.04,216.2857142857143,189668,122144,0.754,NA,NA,NA,NA,NA
2021-05-10,"Marion County, FL",FL,365579,338,31251,6308,11,966,0.071,28,16,0.05,824,0.03,205.5714285714286,115108,70638,0.662,NA,NA,NA,NA,NA
2021-05-10,"Hernando County, FL",FL,193920,257,14070,2654,8,467,0.102,46,5,0.06,553,0.04,93,57102,34342,0.644,NA,NA,NA,NA,NA
2021-05-10,"St. Johns County, FL",FL,264672,255,22718,4619,2,211,0.047,9,8,0.04,335,0.14,36,110623,47417,0.868,NA,NA,NA,NA,NA
2021-05-10,"Clay County, FL",FL,219252,219,18711,3259,2,342,0.065,31,6,0.06,512,0.09,151.4285714285714,52016,21978,0.613,NA,NA,NA,NA,NA
2021-05-10,"Bay County, FL",FL,174705,210,20250,1306,2,388,0.083,12,7,0.03,439,0.07,117,43665,20310,0.624,NA,NA,NA,NA,NA
2021-05-10,"Escambia County, FL",FL,318316,207,36191,2688,11,690,0.067,37,33,0.02,1253,0.18,152.1428571428571,88885,38150,0.699,NA,NA,NA,NA,NA
2021-05-10,"Alachua County, FL",FL,269043,191,24892,6635,1,276,0.057,55,16,0.04,1800,0.03,408,95675,32802,0.835,NA,NA,NA,NA,NA
2021-05-10,"Charlotte County, FL",FL,188910,182,12957,3356,4,421,0.052,38,5,0.05,643,0.04,98,81995,56383,0.732,NA,NA,NA,NA,NA
2021-05-10,"Martin County, FL",FL,161000,140,12369,3563,0,319,0.055,44,0,0.11,435.1428571428572,0.02,257,61191,38556,0.76,NA,NA,NA,NA,NA
2021-05-10,"Okaloosa County, FL",FL,210738,135,20597,1676,1,362,0.051,8,2,0.02,431,0.01,105,59509,25839,0.752,NA,NA,NA,NA,NA
2021-05-10,"Citrus County, FL",FL,149657,131,11154,1486,1,445,0.093,16,0,0.06,332,0.01,49.28571428571429,52705,36863,0.671,NA,NA,NA,NA,NA
2021-05-10,"Highlands County, FL",FL,106221,124,8594,2080,6,357,0.06,17,4,0.08,305,0.05,59,30688,21676,0.566,NA,NA,NA,NA,NA
2021-05-10,"Indian River County, FL",FL,159923,122,12567,3977,3,302,0.049,9,5,0.03,324,0.09,38,61073,38873,0.718,NA,NA,NA,NA,NA
2021-05-10,"Flagler County, FL",FL,115081,101,7331,1138,2,111,0.03,10,0,0.07,163,0.09,15,43061,26560,0.74,NA,NA,NA,NA,NA
2021-05-10,"Santa Rosa County, FL",FL,184313,92,18255,1290,2,287,0.042,5,9,0.03,157,0,31,46831,21281,0.707,NA,NA,NA,NA,NA
2021-05-10,"Putnam County, FL",FL,74521,81,6530,1079,3,148,0.077,8,2,0.08,87,0.13,11,14394,8568,0.485,NA,NA,NA,NA,NA
2021-05-10,"Nassau County, FL",FL,88625,74,8406,1600,2,126,0.054,4,0,0.05,58,0.03,14,31306,16189,0.8,NA,NA,NA,NA,NA
2021-05-10,"Sumter County, FL",FL,132420,71,9352,1850,3,278,0.031,5,0,0.01,290,0,33.14285714285715,79112,64266,0.834,NA,NA,NA,NA,NA
2021-05-10,"Walton County, FL",FL,74071,60,7808,605,1,88,0.073,11,0,0.03,136,0.16,15,18388,9467,0.632,NA,NA,NA,NA,NA
2021-05-10,"Monroe County, FL",FL,74228,59,6983,1563,0,49,0.05,1,1,0.01,128,0,23.28571428571428,29360,14788,0.839,NA,NA,NA,NA,NA
2021-05-10,"Jackson County, FL",FL,46414,48,6228,464,1,157,0.016,4,0,0.03,100,0.08,20,10631,5544,0.579,NA,NA,NA,NA,NA
2021-05-10,"Columbia County, FL",FL,71686,46,8142,1265,0,169,0.043,5,1,0.06,93,0.04,23,14860,8201,0.594,NA,NA,NA,NA,NA
2021-05-10,"Levy County, FL",FL,41503,43,3455,648,0,54,0.081,NA,NA,NA,NA,NA,NA,9823,6020,0.577,NA,NA,NA,NA,NA
2021-05-10,"Wakulla County, FL",FL,33739,43,3462,410,1,56,0.078,NA,NA,NA,NA,NA,NA,8345,4063,0.757,NA,NA,NA,NA,NA
2021-05-10,"Gadsden County, FL",FL,45660,40,5692,458,4,98,0.056,0,0,0,58,NA,0,14074,6335,0.742,NA,NA,NA,NA,NA
2021-05-10,"Okeechobee County, FL",FL,42168,39,4024,976,1,89,0.083,5,4,0.03,100,0,23,9415,5915,0.697,NA,NA,NA,NA,NA
2021-05-10,"DeSoto County, FL",FL,38001,37,4344,661,1,94,0.061,1,0,0.12,24,0,5,7978,5062,0.591,NA,NA,NA,NA,NA
2021-05-10,"Hardee County, FL",FL,26937,37,3159,343,1,44,0.083,0,0,0.01,35,NA,0,4711,2609,0.556,NA,NA,NA,NA,NA
2021-05-10,"Hendry County, FL",FL,42022,36,4744,360,1,83,0.073,2,0,0.16,25.28571428571428,0,5,8395,3841,0.665,NA,NA,NA,NA,NA
2021-05-10,"Holmes County, FL",FL,19617,18,2260,53,0,49,0.125,0,0,0,20,0,5,3015,1799,0.459,NA,NA,NA,NA,NA
2021-05-10,"Madison County, FL",FL,18493,17,2069,183,0,45,0.07,0,0,0,25,0,2,4294,2502,0.641,NA,NA,NA,NA,NA
2021-05-10,"Taylor County, FL",FL,21569,14,2735,143,1,47,0.062,0,0,0,48,0,3,4213,2471,0.546,NA,NA,NA,NA,NA
2021-05-10,"Suwannee County, FL",FL,44417,14,5337,589,1,139,0.03,NA,NA,NA,NA,NA,NA,8922,5458,0.566,NA,NA,NA,NA,NA
2021-05-10,"Bradford County, FL",FL,28201,14,3018,465,0,56,0.058,NA,NA,NA,NA,NA,NA,4787,2678,0.529,NA,NA,NA,NA,NA
2021-05-10,"Baker County, FL",FL,29210,13,3500,271,1,61,0.044,0,0,0.01,22,0,4,4438,2316,0.563,NA,NA,NA,NA,NA
2021-05-10,"Franklin County, FL",FL,12125,13,1328,80,0,17,0.07,0,0,0,15,0,11,3347,2122,0.725,NA,NA,NA,NA,NA
2021-05-10,"Gulf County, FL",FL,13639,11,1967,97,2,44,0.137,3,0,0.05,25,0,3,3637,2387,0.66,NA,NA,NA,NA,NA
2021-05-10,"Union County, FL",FL,15237,10,1828,182,1,73,0.059,0,0,0,16.42857142857143,0,2,2390,1188,0.513,NA,NA,NA,NA,NA
2021-05-10,"Washington County, FL",FL,25473,10,2734,129,1,52,0.088,2,0,0,37,0,7,3875,2140,0.489,NA,NA,NA,NA,NA
